Probe	Chromosome	Start	End	Strand	Expression
Ppapdc1b	8	26830533	26835359	+	2.4883296
Ddhd2	8	26835796	26865068	-	5.356323
Gm17484	8	26864981	26880176	+	4.0307503
Bag4	8	26875010	26895681	-	4.0666757
Lsm1	8	26896063	26914447	+	3.7544549
Star	8	26918946	26925782	+	0.18454926
Ash2l	8	26926663	26958166	-	4.8325434
Kcnu1	8	26960095	27048405	+	-1.6387088
Hgsnat	8	27054931	27087216	-	3.0549715
4930444A02Rik	8	27091076	27104593	-	1.9501966
Fnta	8	27109201	27126073	-	5.5401716
Hook3	8	27131893	27229696	-	2.3750477
1700047A11Rik	8	27193081	27213166	+	-2.7584865
Rnf170	8	27229840	27254343	+	0.5484988
Thap1	8	27268684	27273412	+	3.745483
Zfp703	8	28087808	28091933	+	2.860512
Erlin2	8	28134331	28149896	+	5.1762843
1700024N20Rik	8	28152854	28153469	-	0.6838107
Prosc	8	28153027	28166603	+	3.20917
Gpr124	8	28196313	28233890	+	-1.7739167
Brf2	8	28234304	28239104	-	4.696921
Rab11fip1	8	28249245	28285120	-	3.0861735
4933416M07Rik	8	28253382	28260143	+	2.5228744
Got1l1	8	28307932	28313019	-	2.3920102
Adrb3	8	28336248	28340060	-	-5.547753
Eif4ebp1	8	28370799	28386128	+	5.1262302
Tex24	8	28454866	28459660	+	-4.9884925
Chrnb3	8	28479183	28510201	+	-6.365055
Chrna6	8	28513686	28524416	-	-5.7052317
Poteg	8	28558142	28605644	+	-4.7858047
Gm1698	8	28714823	28730924	+	-1.4175973
Unc5d	8	29757189	30329810	-	1.5134071
Dusp26	8	32199943	32207519	+	-5.371957
Rnf122	8	32222292	32241954	+	-2.5170083
BC019943	8	32260788	32275174	+	2.7470293
Mak16	8	32269940	32279196	-	4.7553973
Fut10	8	32297803	32372210	+	-0.50624335
Nrg1	8	32928500	33119581	-	-3.1172853
Gm17443	8	33118976	33126231	+	-3.6353042
Gm5908	8	33587355	33587801	-	-3.0055368
Gm3985	8	33998977	34060498	-	-4.3457456
Wrn	8	34344856	34495999	-	1.316166
Purg	8	34496797	34527940	+	2.3360577
5930422O12Rik	8	34539181	34540020	+	-2.7636483
Tex15	8	34627210	34696054	+	7.444002
Ppp2cb	8	34710093	34730266	+	5.0703225
Ubxn8	8	34730058	34752448	-	2.8590505
Gsr	8	34762995	34808635	+	4.029096
1700104B16Rik	8	34841021	34842286	-	-3.3177497
Gtf2e2	8	34842386	34887645	+	5.9288173
Rbpms	8	34893116	35040313	-	2.8471959
Gm17578	8	34923675	34943566	+	-4.652617
Gm9951	8	35112316	35120100	+	-5.0578313
Dctn6	8	35153474	35171850	-	3.1727731
Gm17702	8	35157602	35159203	+	2.2826455
Mboat4	8	35178084	35188239	+	-5.0461116
Leprotl1	8	35198626	35210087	-	3.3479884
Tmem66	8	35217617	35233899	+	5.424133
Gm4889	8	35390964	35391407	+	-2.995822
Dusp4	8	35870351	35882948	+	-2.8844004
Tnks	8	35892233	36028744	-	3.8360152
Ppp1r3b	8	36438795	36451178	+	-0.6953184
Eri1	8	36528319	36558587	-	2.6880753
Gm16793	8	36645626	36652026	-	-3.118181
Mfhas1	8	36650852	36742503	+	-0.0655078
Cldn23	8	36887766	36889613	-	-5.053155
Gm10063	8	37088807	37089190	+	-2.7863684
D8Ertd82e	8	37157882	37210841	+	-1.8868055
Lonrf1	8	37279118	37312570	-	4.516095
6430573F11Rik	8	37520602	37577374	+	-2.74776
Dlc1	8	37630805	38015490	-	2.0993218
AI429214	8	38056629	38058585	+	2.1960785
Sgcz	8	38585352	39724562	-	-5.765079
Tusc3	8	40068899	40250466	+	5.3786654
Msr1	8	40667054	40728032	-	-4.020587
Fgf20	8	41364520	41393685	-	-1.5920047
Efha2	8	41392812	41471662	+	2.1350126
Zdhhc2	8	41509169	41595622	+	-0.64905447
Cnot7	8	41577894	41601201	-	2.3594253
Vps37a	8	41597137	41636488	+	4.0967236
Mtmr7	8	41636449	41720151	-	4.521455
Adam24	8	41760448	41767553	+	-5.688241
Adam25	8	41837562	41841529	+	-5.556757
4930529F22Rik	8	41878627	41882657	+	-5.539585
Adam39	8	41908363	41912215	+	-5.4546623
Gm17475	8	41947749	41951001	-	-2.3785264
Slc7a2	8	41947750	42007662	+	1.9782835
Pdgfrl	8	42011566	42076139	+	-3.074542
Mtus1	8	42076268	42219080	-	4.2905636
B430010I23Rik	8	42102822	42109570	+	2.2470658
Gm16192	8	42125110	42127407	+	-3.921308
Gm16193	8	42138464	42150060	+	-3.8050323
Fgl1	8	42276788	42300510	-	-6.3157988
Gm16348	8	42303493	42306248	+	-5.4211793
Pcm1	8	42325113	42419440	+	4.7655244
Asah1	8	42425551	42460127	-	2.3681858
Frg1	8	42482811	42502472	-	4.5779243
Zfp353	8	43164627	43169733	-	-6.519666
Gm6180	8	43332189	43332805	+	5.314466
Triml1	8	44215161	44226840	-	-5.0547156
Triml2	8	44265895	44279235	+	-4.789183
Gm2221	8	44285176	44285744	+	-3.0055368
Zfp42	8	44380422	44392363	-	2.3266406
Adam26b	8	44605218	44613491	-	-5.433227
Adam26a	8	44653632	44662061	-	-5.482756
Gm5346	8	44710305	44712624	-	-5.3813148
Adam34	8	44735789	44784841	-	-5.390613
Fat1	8	46035562	46137611	+	3.9124134
Gm2366	8	46102570	46107739	-	0.41758445
AY512931	8	46146056	46150772	-	-5.427216
Mtnr1a	8	46154491	46173710	+	-4.7655554
F11	8	46326524	46347385	-	-5.333263
Klkb1	8	46354796	46393820	-	-4.0065045
Cyp4v3	8	46391155	46418570	-	-2.576391
Fam149a	8	46422071	46467645	-	-3.1296148
Tlr3	8	46481019	46495962	-	-5.1513786
Sorbs2	8	46593148	46913259	+	-1.0953573
Gm16351	8	46673266	46682098	-	-2.16719
D330022K07Rik	8	46808679	46904651	-	-2.3220325
Gm16352	8	46808682	46823393	+	-3.4821768
Pdlim3	8	46970839	47004900	+	-2.0883217
Ccdc110	8	47019973	47029499	+	-2.4244423
1700029J07Rik	8	47038960	47060606	-	4.513631
Ufsp2	8	47060882	47082312	+	4.2455115
Ankrd37	8	47082256	47085221	-	0.7057513
Lrp2bp	8	47084657	47114831	+	-1.0447541
Snx25	8	47118615	47237511	-	4.544806
4933411K20Rik	8	47237125	47280944	+	3.9300292
Gm15634	8	47237964	47241454	+	0.59304523
Slc25a4	8	47292151	47296638	-	4.8640537
Gm10313	8	47340031	47341032	-	-4.1700726
Helt	8	47377404	47380025	-	-3.0437562
Acsl1	8	47556395	47621405	+	3.8033197
Mlf1ip	8	47637409	47665361	+	2.605354
Ccdc111	8	47660933	47702566	-	1.711106
Casp3	8	47702803	47724060	+	-0.38628125
Gm16675	8	47816326	47824869	-	-4.5644455
Irf2	8	47825099	47932812	+	-1.8684206
Enpp6	8	48072279	48180249	+	-6.3089504
4930579M01Rik	8	48112159	48123531	-	-4.067139
Stox2	8	48265402	48437702	-	-2.6984591
4930448N21Rik	8	48379626	48531716	-	-5.375083
Gm10083	8	48498483	48500713	+	-5.3248806
D030016E14Rik	8	48575469	48618824	-	5.547823
Rwdd4a	8	48619018	48638179	+	1.830668
Ing2	8	48752532	48760910	-	1.874558
AA386476	8	48760745	48762409	+	0.05664565
Cdkn2aip	8	48794698	48799285	-	4.1239133
Cldn24	8	48907497	48908159	+	-3.5742707
Cldn22	8	48909836	48910829	+	-4.158508
Wwc2	8	48911437	49075897	-	4.4086256
Dctd	8	49184446	49238587	+	2.7700534
Odz3	8	49313036	49760044	-	2.1738818
4930555F03Rik	8	50456240	50606449	+	-6.3287554
Aga	8	54597080	54608776	+	3.616079
Neil3	8	54672221	54724419	-	-0.098162055
Vegfc	8	55162886	55271808	+	-5.0901494
Spcs3	8	55605787	55615351	-	5.0522118
Asb5	8	55635684	55673189	+	-4.8262014
5330439A09Rik	8	55653903	55686340	-	-1.5898538
Spata4	8	55686134	55695451	+	0.8117282
Wdr17	8	55714966	55809827	-	-1.0943432
Gm15758	8	55794340	55795734	+	0.73500043
Gpm6a	8	56040081	56146231	+	-5.9057417
Gm1153	8	57977384	57977890	+	-3.1872478
Gm7349	8	57980773	57981279	+	-3.1872478
Gm7354	8	57984192	57984698	+	-3.1872478
Gm17293	8	57987540	57988046	+	-3.1872478
Gm7360	8	57990965	57991471	+	-3.1872478
Adam29	8	58349709	58385745	-	-5.6139755
Glra3	8	58419257	58604226	+	-6.373833
Hpgd	8	58773349	58799843	+	-4.94876
BC088983	8	59010319	59029844	-	2.3548396
Fbxo8	8	59029887	59071190	+	2.61705
Hand2	8	59799780	59803314	+	-2.1754618
5033428I22Rik	8	59810915	59819479	+	-5.1957593
Scrg1	8	59934720	59956382	+	-3.652617
Sap30	8	59961504	59966657	-	1.4208988
2500002B13Rik	8	59966851	59987674	+	-2.5962973
Hmgb2	8	59990640	59994796	+	3.317686
Galnt7	8	60002625	60131829	-	-0.27904552
Galntl6	8	60255979	61390424	-	-5.7679358
Gm17517	8	60650232	60777663	+	-4.420308
Gm15882	8	61002091	61003123	+	-3.9411867
BC030500	8	61390552	61393095	+	-4.990124
Gm10283	8	62908821	62981995	-	-2.6690116
Aadat	8	62984921	63024474	+	-5.083285
Mfap3l	8	63111624	63155526	+	-3.0881104
2700029M09Rik	8	63369215	63386377	+	2.8766413
Clcn3	8	63389186	63462097	-	1.8294467
B230317F23Rik	8	63462234	63464705	+	-4.3208656
Nek1	8	63471992	63610143	+	4.07564
Gm16178	8	63596402	63673445	-	-0.6450598
Sh3rf1	8	63702669	63874869	+	-2.1036518
Cbr4	8	63966531	63982279	+	1.2722414
Palld	8	63992043	64381487	-	0.24964705
4930512H18Rik	8	64327803	64401631	+	-4.7454042
Ddx60	8	64406884	64516498	+	-6.9602532
Anxa10	8	64535839	64601915	-	-5.003114
Spock3	8	65429806	65835900	+	-5.611168
Tll1	8	66493567	66684790	-	-6.4681926
Cpe	8	67071355	67171837	-	1.7937472
Sc4mol	8	67196936	67212589	-	0.30814928
Klhl2	8	67218660	67373716	-	2.3245156
Tmem192	8	67471084	67492933	+	3.637634
Trim75	8	67505550	67511545	-	0.9632073
Trim60	8	67522356	67542587	-	-1.0147889
Trim61	8	67536875	67542587	-	1.7344368
Gm10664	8	67538755	67561235	-	-4.08007
Gm10663	8	67598932	67601379	+	-0.24579999
BC030870	8	67610121	67653222	-	-1.4113464
Mar-01	8	68141799	68995536	+	-4.8565564
Gm15354	8	68908522	68911434	-	-4.9925685
Gm15356	8	68963354	68966708	-	-5.6218925
1810029B16Rik	8	68998229	69010429	-	1.35833
Tktl2	8	69035639	69037677	+	4.393663
Npy5r	8	69203864	69211993	-	-5.3775787
Npy1r	8	69221321	69230697	+	-5.755515
Naf1	8	69384116	69414463	+	2.2375574
Gm10660	8	69876003	69888903	-	-4.433827
Nat1	8	70014657	70016003	+	-2.8599744
Nat2	8	70018766	70026479	+	-0.02381725
Gm9755	8	70038131	70039489	-	3.9216456
Nat3	8	70047753	70072526	+	-4.647455
Psd3	8	70212981	70586185	-	1.2564514
Gm15992	8	70334884	70335273	-	-2.053155
Gm15991	8	70480669	70501950	+	0.4633314
Gm17236	8	70742072	70752312	-	-6.0370617
Sh2d4a	8	70800466	70871593	+	-1.6503775
Csgalnact1	8	70880680	71259045	-	-0.9849835
1700125H03Rik	8	70892333	70899609	+	-3.8179545
Gm15656	8	70981047	70982580	+	-3.4658484
Ints10	8	71317828	71353309	+	3.4621556
Lpl	8	71404390	71431347	+	-2.0279543
Slc18a1	8	71561610	71613134	-	-0.33988917
Gm15716	8	71568855	71587321	+	-2.845262
Atp6v1b2	8	71612545	71637610	+	5.218157
Gm15717	8	71634370	71635143	+	0.8378971
Lzts1	8	71659345	71664908	-	-0.044133294
Gm7677	8	71689644	71708114	-	-4.8503027
Zfp930	8	71750242	71752879	+	-1.0970719
D130040H23Rik	8	71824675	71827061	+	-4.451704
Gm10033	8	71896044	71897282	-	-3.5545526
Gm10311	8	71897427	71897813	-	-2.7975955
Gm7697	8	72042628	72046639	-	-3.0901492
Zfp868	8	72134756	72149447	-	1.2596016
Zfp964	8	72183162	72188069	+	1.2109122
Zfp869	8	72230231	72234623	-	2.403249
Zfp963	8	72265538	72273869	-	0.5386941
Gm20422	8	72266759	72298785	-	0.9335237
Zfp866	8	72285225	72315077	-	2.7659152
Atp13a1	8	72315062	72331648	+	5.9012566
Gmip	8	72332578	72345769	+	1.5061587
Lpar2	8	72346328	72355001	+	-0.77905446
Pbx4	8	72356523	72397062	+	0.15055211
Cilp2	8	72404268	72411586	-	1.1519113
Yjefn3	8	72411687	72414866	-	0.8026987
Ndufa13	8	72418087	72426457	-	3.956389
Tssk6	8	72426083	72427415	+	1.6145303
Gatad2a	8	72430968	72520278	-	5.7866583
Mau2	8	72540022	72566633	-	5.296601
Sugp1	8	72566712	72595852	+	4.8275304
Tm6sf2	8	72596823	72603965	+	0.224947
Hapln4	8	72607428	72614761	+	-0.89933735
Ncan	8	72616984	72644772	-	-3.2772193
Rfxank	8	72654711	72663096	-	2.8682275
Nr2c2ap	8	72655232	72657638	+	4.0189385
2310045N01Rik	8	72663398	72691387	+	2.2289526
Mef2b	8	72676677	72691387	+	0.5604282
Tmem161a	8	72696255	72707580	+	1.9156017
Slc25a42	8	72708239	72736204	-	1.7751304
Armc6	8	72744071	72758365	-	3.8489118
Sugp2	8	72758125	72803814	+	3.7194457
Homer3	8	72806726	72818260	+	2.8924024
Ddx49	8	72816765	72826388	-	4.760203
Cope	8	72826417	72836892	+	4.720151
Lass1	8	72839686	72855486	+	-0.28005224
Gdf1	8	72853664	72855486	+	0.8202841
Upf1	8	72855421	72877172	-	5.3855
Comp	8	72897447	72905964	+	-2.7082093
Crtc1	8	72906254	72963478	-	2.7743363
Klhl26	8	72974127	73000842	-	3.2374089
Tmem59l	8	73007775	73011257	-	1.9408295
Crlf1	8	73017057	73027980	+	4.564519
2810428I15Rik	8	73028191	73030651	-	2.6815326
Uba52	8	73032162	73034700	-	7.055068
2810422J05Rik	8	73032171	73051855	-	6.194119
Fkbp8	8	73051623	73059227	+	5.4691787
Ell	8	73063574	73116757	+	5.2536025
Isyna1	8	73118380	73121187	+	3.5428748
Ssbp4	8	73121390	73132213	-	2.673004
Lrrc25	8	73140743	73144749	+	-4.3634195
Gdf15	8	73153292	73156355	-	-2.9042711
Pgpep1	8	73173010	73183580	-	1.6748921
Lsm4	8	73197147	73202651	+	5.9794936
Jund	8	73221638	73224515	+	4.4779468
Gm11175	8	73223437	73223979	-	5.4010644
Pde4c	8	73247619	73275085	+	-3.901412
Rab3a	8	73278578	73282576	+	1.0971459
Mpv17l2	8	73282548	73284820	-	4.82273
Ifi30	8	73286673	73291050	-	1.8278375
Pik3r2	8	73292075	73300612	-	4.823558
Mast3	8	73302016	73320845	-	3.843502
Il12rb1	8	73332348	73345323	+	-3.9527824
Arrdc2	8	73359054	73363619	-	1.9745557
Kcnn1	8	73365948	73380907	-	0.011641532
A230052G05Rik	8	73387026	73389327	+	-3.218075
Ccdc124	8	73392126	73397389	-	5.4344397
Slc5a5	8	73406788	73416656	-	-1.5651025
Rpl18a	8	73418621	73421342	-	6.8439403
Mtap1s	8	73429873	73441425	+	5.1462164
Gm10654	8	73455304	73456936	+	-4.8747153
Gm17576	8	73566544	73566939	-	-1.7863684
Haus8	8	73772460	73796833	-	1.9246716
Myo9b	8	73796613	73884611	+	5.184633
Use1	8	73890747	73893631	+	4.246223
Ocel1	8	73895197	73903260	+	3.2782986
Nr2f6	8	73898022	73905859	-	4.747899
Ushbp1	8	73908173	73919700	-	-0.52067155
5430437P03Rik	8	73920754	73928671	+	5.6638064
Ankle1	8	73929909	73933803	+	2.3302362
Abhd8	8	73980599	73987556	-	1.9843585
Mrpl34	8	73988825	73989651	+	4.6230664
Dda1	8	73993098	73999997	+	3.806794
Ano8	8	73999922	74009966	-	1.460473
Gtpbp3	8	74012002	74023482	+	2.5102315
Plvap	8	74021653	74035668	-	0.43346474
Bst2	8	74058163	74061336	-	1.0170245
Fam125a	8	74066829	74071923	+	3.783392
Tmem221	8	74078202	74082770	-	-4.789183
Nxnl1	8	74084455	74090548	-	-0.20331195
Slc27a1	8	74092826	74110607	+	6.059907
Pgls	8	74116075	74124991	+	3.8743794
Fam129c	8	74121547	74131835	+	1.1416204
Glt25d1	8	74134923	74148808	+	4.6560903
Unc13a	8	74150614	74195656	-	-0.9041869
Gm9933	8	74198856	74200573	-	-4.9479203
Jak3	8	74200195	74214474	+	-2.437151
Insl3	8	74213113	74214474	+	-3.332491
B3gnt3	8	74214655	74225688	-	-5.6263595
Fcho1	8	74232286	74249615	-	3.6803954
Gm5373	8	74377071	74381108	-	-3.0901492
Zfp709	8	74411163	74414811	+	-2.8182487
Zfp882	8	74432507	74440253	+	-0.069347195
Zfp617	8	74432534	74458528	+	-0.4021918
Ccnb2-ps	8	74440455	74442750	-	0.033617754
Zfp961	8	74474937	74517307	+	2.2929792
Cyp4f18	8	74512381	74533525	-	-5.0586095
Olfr372	8	74581559	74582574	+	-4.1900907
Olfr373	8	74623661	74624605	+	-4.0855765
Olfr374	8	74630939	74634408	+	-4.2782216
Tpm4	8	74658874	74677041	+	-1.6952249
Gm17371	8	74661288	74664719	-	-4.9704175
Gm16091	8	74671500	74684754	-	-1.9607947
Rab8a	8	74685099	74707803	+	3.2627468
Hsh2d	8	74713567	74724894	+	-2.0289707
Cib3	8	74728234	74736736	-	-3.5367963
Gm11034	8	74737393	74737535	-	-0.69325906
Fam32a	8	74743629	74747663	+	4.9996076
Ap1m1	8	74763917	74781284	+	6.039407
Gm10282	8	74828009	74829159	-	-4.370078
Klf2	8	74842932	74845555	+	-1.0930159
Eps15l1	8	74864900	74945373	-	4.7885847
Calr3	8	74948075	74967769	-	1.078577
1700030K09Rik	8	74967779	74984900	+	3.9746828
Cherp	8	74984388	74999132	-	6.3093176
Slc35e1	8	75001895	75016513	-	4.190123
Gm17435	8	75016833	75029398	+	1.0892394
Med26	8	75018457	75072209	-	4.862541
9130011J15Rik	8	75089087	75094987	-	4.2109785
Tmem38a	8	75096002	75111181	+	-0.91152364
Nwd1	8	75170610	75238645	+	-7.2883716
Sin3b	8	75247187	75282102	+	6.4236956
F2rl3	8	75285779	75287773	+	-4.9753695
Large	8	75338498	75877439	-	3.6722922
Gm11033	8	77114886	77357846	-	-6.0628805
Isx	8	77396618	77417405	+	-2.861259
Hmgxb4	8	77517255	77555877	+	2.0082207
Tom1	8	77557585	77594020	+	-4.252751
Hmox1	8	77617490	77624495	+	1.5596145
Mcm5	8	77633427	77652338	+	6.2756567
Rasd2	8	77737843	77748012	+	6.927012
Gm10358	8	77929237	77930465	-	-4.464675
1700007B14Rik	8	77972593	78508402	+	-5.2935023
Gm10649	8	79129125	79424520	-	-6.180831
Nr3c2	8	79423341	79768911	+	-1.5805613
Arhgap10	8	79774265	80041806	-	4.021936
Gm16529	8	80042014	80047797	+	-4.769647
Prmt10	8	80073296	80105237	+	3.8585546
Tmem184c	8	80119881	80134597	-	2.9616807
4933431K23Rik	8	80134759	80292869	+	-3.3626096
1700092C02Rik	8	80148071	80152856	+	-2.689246
Ednra	8	80186930	80248363	-	-4.1463814
Ttc29	8	80737196	80918225	+	-0.7100609
Pou4f2	8	80956908	80960551	-	-5.8506618
Rbmxrt	8	81029170	81032827	-	0.4093437
Slc10a7	8	81033234	81257904	+	2.5257227
Lsm6	8	81328764	81345039	-	2.2802687
Gm8054	8	81393300	81393767	-	-3.0717707
Zfp827	8	81552336	81717665	+	-0.33061716
1700011L22Rik	8	81734329	81772482	-	-4.1350965
Mmaa	8	81790323	81818855	-	2.2521858
Gm4890	8	81819022	81831584	+	1.9062033
Smad1	8	81862294	81923417	-	-0.12845333
Otud4	8	82163517	82201654	+	5.49274
Abce1	8	82207341	82235639	-	4.4611545
Anapc10	8	82235719	82301220	+	0.14221226
Hhip	8	82490014	82581905	-	-4.721828
Gypa	8	83017944	83034684	+	-5.036667
4930505O20Rik	8	83035741	83038372	-	-4.983585
Frem3	8	83134938	83219370	+	-6.70023
Smarca5	8	83222406	83263396	-	3.063146
Gab1	8	83288333	83404378	-	2.322539
Gm4891	8	83457890	83458507	+	-3.4728687
Usp38	8	83504633	83538805	-	4.2608976
Gm9725	8	83537475	83562483	+	3.257575
Inpp4b	8	83866455	84648935	+	-3.2748227
4930579O11Rik	8	84189775	84191017	-	1.3696479
Il15	8	84855536	84927121	-	-5.0992513
Zfp330	8	85287520	85298059	-	2.7244678
Rnf150	8	85387255	85615170	+	-3.7345896
Gm10645	8	85688980	85690069	-	-4.2915187
Tbc1d9	8	85689251	85796838	+	-1.9889821
Ucp1	8	85814247	85822355	+	-4.7323976
Elmod2	8	85836921	85856385	-	3.2055547
4933434I20Rik	8	85872370	85906219	+	-4.0965266
Clgn	8	85913766	85952451	+	-1.2692883
Scoc	8	85958392	85982290	-	-0.8893063
Olfr370	8	86064992	86066087	+	-4.299438
Ndufb7	8	86090570	86095525	+	2.838519
Tecr	8	86095599	86118390	-	6.0088854
Dnajb1	8	86132074	86135801	+	5.336143
Gipc1	8	86176577	86188687	+	5.0729985
Ptger1	8	86190732	86196652	+	2.5265126
Pkn1	8	86193661	86223078	-	2.7942717
Ddx39	8	86239076	86250791	+	3.4627616
Cd97	8	86247150	86265225	-	3.1837564
Gm16994	8	86410978	86423400	-	-4.003599
Lphn1	8	86424004	86465853	+	5.676465
Gm10644	8	86456228	86479104	-	4.9319143
Asf1b	8	86479406	86494096	+	5.3916245
Prkaca	8	86496877	86520344	+	5.1810684
Samd1	8	86521571	86524285	+	5.5711102
1700067K01Rik	8	86525401	86528669	+	4.218293
2210011C24Rik	8	86534129	86535341	-	-1.0197961
Palm3	8	86545370	86554194	+	-1.9610944
Il27ra	8	86554186	86566488	-	-5.58457
Rln3	8	86566966	86568878	-	-3.0931895
Gm10643	8	86587460	86589036	-	0.7870619
C330011M18Rik	8	86589135	86591186	-	2.2170088
Rfx1	8	86590735	86620891	+	3.9847698
Dcaf15	8	86620971	86628661	-	5.6195927
Podnl1	8	86649888	86656426	+	-4.257637
Cc2d1a	8	86656727	86671796	-	5.2138934
4930432K21Rik	8	86671924	86696489	+	5.211031
Nanos3	8	86697632	86700451	-	-0.7538006
Zswim4	8	86734577	86760954	-	4.4835815
D8Ertd738e	8	86770136	86773660	-	6.39864
Mri1	8	86773805	86781225	-	-0.4403985
Ccdc130	8	86781694	86794279	-	3.14752
Cacna1a	8	86912339	87164145	+	-1.2246443
Gm16183	8	87135101	87141083	-	-0.9478529
Ier2	8	87185230	87186751	-	2.7882354
Gm2529	8	87189027	87193305	+	-3.5108821
Nacc1	8	87194382	87211761	-	4.4616766
Trmt1	8	87212765	87223707	+	4.6917534
Nfix	8	87223775	87324243	-	2.1461785
Lyl1	8	87225356	87228614	+	-3.2782216
G430095P16Rik	8	87246906	87250743	+	0.4567418
Dand5	8	87339304	87356140	-	0.42703527
Gadd45gip1	8	87355421	87359381	+	3.6691666
Rad23a	8	87357918	87364564	-	3.924775
Calr	8	87365749	87370833	-	8.253058
1700122E12Rik	8	87371087	87372314	+	-1.5190445
Farsa	8	87380888	87393156	+	4.1950736
Syce2	8	87396010	87412120	+	5.9232154
Gcdh	8	87410292	87417820	-	1.8361675
Klf1	8	87425827	87429194	+	-2.047523
Dnase2a	8	87432459	87446814	+	-1.7447648
Mast1	8	87435802	87461258	-	-3.8991427
Rtbdn	8	87470890	87480502	+	-4.192786
Rnaseh2a	8	87480509	87493666	-	1.0441176
Prdx2	8	87493486	87498733	+	0.3067411
Junb	8	87500811	87502617	-	0.6858052
Hook2	8	87514494	87527263	+	2.6521814
Best2	8	87531101	87538307	-	-5.0779996
Asna1	8	87541833	87549177	-	6.191339
2310036O22Rik	8	87550732	87554184	+	6.0612087
Tnpo2	8	87560814	87581482	+	4.622875
A230103J11Rik	8	87577059	87584359	-	3.4004
Fbxw9	8	87583954	87591023	+	3.9578288
Dhps	8	87595656	87599061	+	4.272029
Wdr83	8	87598934	87605205	-	3.0713418
BC056474	8	87604639	87606238	+	2.695656
Man2b1	8	87607168	87622638	+	2.1009316
Zfp791	8	87633546	87643536	-	0.96236694
Gm6531	8	87695221	87697521	+	-5.369451
Olfr371	8	87754396	87755334	+	-1.3394216
Vps35	8	87784296	87823412	-	6.5096197
Orc6	8	87823531	87832177	+	3.8409266
Mylk3	8	87848202	87910244	-	-6.2658114
AA672651	8	87863242	87864171	+	-3.1350965
4921524J17Rik	8	87932658	87956740	-	2.3336244
Gpt2	8	88016475	88051459	+	2.3617947
Dnaja2	8	88061539	88079170	-	5.630447
Neto2	8	88161136	88224653	-	3.642475
Itfg1	8	88241456	88364848	-	5.387612
Phkb	8	88364858	88585275	+	2.1383715
Abcc12	8	89006159	89104585	-	-5.7494087
Lonp2	8	89147942	89247772	+	5.619261
Siah1a	8	89247839	89269905	-	1.5243324
Gm10638	8	89269598	89270502	+	0.88371074
N4bp1	8	89365038	89409157	-	4.3760786
Rps13-ps1	8	89571619	89572074	+	-3.0342958
Cbln1	8	89992761	89996508	-	3.1910892
Gm2694	8	89996711	90049453	+	2.585539
C230036H16Rik	8	89997056	90027871	+	1.4609568
4933402J07Rik	8	90087752	90113323	+	-1.5907761
Zfp423	8	90185709	90483494	-	-1.29322
Gm2716	8	90568797	90642506	-	-1.4987806
Tmem188	8	90642668	90659009	+	3.8170567
Heatr3	8	90661754	90695926	+	4.218862
9430002A10Rik	8	90698459	90698927	+	-3.0748498
Papd5	8	90723112	90783621	+	3.2922034
Adcy7	8	90796302	90853861	+	-1.1228037
Brd7	8	90854938	90886093	-	4.8229637
Nkd1	8	91045243	91118786	+	4.396999
Snx20	8	91150727	91160027	-	-2.2133038
Nod2	8	91171214	91212373	+	-0.2536862
Cyld	8	91220927	91275844	+	2.7271318
Rps6-ps2	8	91330290	91331039	+	-3.7521527
Sall1	8	91551147	91568061	-	1.1918589
Gm5356	8	91710842	91711459	-	-3.4728687
Tox3	8	92771013	92872151	-	2.1117043
Chd9	8	93352734	93578407	+	2.8633554
Gm6658	8	93431838	93432314	-	-0.3622857
Rbl2	8	93593956	93647743	+	0.24038652
Aktip	8	93635940	93658364	-	5.332961
Rpgrip1l	8	93740929	93837161	-	3.1039174
Fto	8	93837431	94192338	+	2.5703566
Gm3235	8	94145347	94153628	-	-3.490272
Irx3	8	94322428	94325553	-	1.1981685
D230002A01Rik	8	94324314	94331438	+	-1.4382029
4933436C20Rik	8	94849937	94880019	-	1.4841566
Irx5	8	94881695	94885351	+	0.74474764
Irx6	8	95198188	95204855	+	-5.919511
Gm3272	8	95239646	95240874	-	-4.464675
Gm17310	8	95343904	95344046	-	0.40627676
Mmp2	8	95351227	95377316	+	-0.12645583
Lpcat2	8	95379249	95443178	+	-1.3786119
Capns2	8	95425306	95426306	+	-4.168632
Slc6a2	8	95483978	95525566	+	-2.2495422
Ces1a	8	95544113	95572091	-	-5.152691
Ces1b	8	95580626	95603916	-	-5.1417193
Ces1c	8	95622914	95655182	-	-5.383179
Ces1d	8	95689967	95721737	-	-0.21507108
Ces1e	8	95725117	95753518	-	-5.21891
Ces1f	8	95780135	95803646	-	-5.8830833
Ces1g	8	95826268	95861207	-	-5.422993
Ces1h	8	95875741	95903624	-	-4.9189963
Ces5a	8	96008588	96015891	+	-2.5710032
Ces5a	8	96037840	96059607	-	-0.7908699
Gm16615	8	96274047	96334192	-	-5.71385
Gnao1	8	96333866	96493288	+	-0.40249637
Amfr	8	96495488	96536563	-	4.7750044
Nudt21	8	96543303	96560939	-	2.1548822
Ogfod1	8	96561098	96591821	+	2.7227654
Bbs2	8	96591854	96622711	-	3.7315135
Mt4	8	96661104	96662931	+	-2.8124306
Mt3	8	96676507	96678048	+	-3.2728684
Mt2	8	96696518	96697467	+	1.1535842
